customer_id,name,email,region,customer_type,lead_source,signup_date,recency_days,frequency,monetary,avg_order_value,lifespan_days,orders_per_month,estimated_clv,r_score,f_score,m_score,rfm_score,rfm_total,cluster_id,segment_label,action
C00840,Customer 840,customer840@example.com,East,B2C,Organic,2023-06-28,459.0,2.0,187.23,93.615,6.0,2.0,148.89,5,1,2,512,8,5,New customers,Onboard & convert
C00841,Customer 841,customer841@example.com,Central,B2C,Social,2022-12-19,903.0,1.0,77.37,77.37,0.0,1.0,31.27,1,1,1,111,3,2,Lost / dormant,Win-back / suppress
C00842,Customer 842,customer842@example.com,Central,B2B,Referral,2023-03-12,508.0,3.0,127.08,42.36000000000001,59.0,1.53,91.31,3,2,1,321,6,0,Potential loyalists,Nurture toward loyalty
C00843,Customer 843,customer843@example.com,Unknown,B2C,Social,2023-07-18,608.0,2.0,182.26,91.13,9.0,2.0,109.42,1,1,2,112,4,5,Lost / dormant,Win-back / suppress
C00844,Customer 844,customer844@example.com,North,B2B,Paid,2022-12-05,464.0,4.0,353.89,88.4725,63.0,1.9,278.38,5,3,3,533,11,5,Loyal customers,Upsell & deepen
C00845,Customer 845,customer845@example.com,Central,B2C,Referral,2022-12-27,482.0,7.0,218.57,31.224285714285717,138.0,1.52,165.51,4,4,2,442,10,6,Frequent low-spenders,Grow basket size
C00846,Customer 846,customer846@example.com,Central,B2C,Email,2023-04-10,495.0,2.0,189.33,94.665,65.0,0.92,139.61,4,1,2,412,7,0,New customers,Onboard & convert
C00847,Customer 847,customer847@example.com,West,B2B,Social,2022-10-05,483.0,6.0,679.22,113.20333333333332,175.0,1.03,513.28,4,4,4,444,12,1,Champions,Reward & retain
C00848,Customer 848,customer848@example.com,East,B2C,Referral,2022-11-10,861.0,2.0,177.91,88.955,40.0,1.5,75.42,1,1,2,112,4,2,Lost / dormant,Win-back / suppress
C00849,Customer 849,customer849@example.com,North,B2B,Referral,2022-09-15,566.0,8.0,997.65,124.70625,205.0,1.17,643.36,2,4,5,245,11,1,At-risk customers,Re-engage now
C00850,Customer 850,customer850@example.com,East,B2B,Referral,2022-08-25,457.0,17.0,3522.9,207.2294117647059,456.0,1.12,2813.69,5,5,5,555,15,3,Champions,Reward & retain
C00851,Customer 851,customer851@example.com,East,B2B,Organic,2022-05-04,490.0,17.0,3404.06,200.23882352941175,356.0,1.43,2535.68,4,5,5,455,14,3,Champions,Reward & retain
C00852,Customer 852,customer852@example.com,Central,B2C,Social,2022-07-17,465.0,2.0,176.77,88.385,3.0,2.0,138.75,5,1,2,512,8,5,New customers,Onboard & convert
C00853,Customer 853,customer853@example.com,West,B2B,Referral,2022-11-20,450.0,2.0,154.6,77.3,30.0,2.0,125.4,5,1,2,512,8,5,New customers,Onboard & convert
C00854,Customer 854,customer854@example.com,South,B2C,Social,2022-05-03,514.0,3.0,388.29,129.43,93.0,0.97,275.73,3,2,3,323,8,0,Potential loyalists,Nurture toward loyalty
C00855,Customer 855,customer855@example.com,West,B2C,Referral,2023-07-03,555.0,6.0,585.5699999999999,97.59499999999998,123.0,1.46,385.1,2,4,4,244,10,1,At-risk customers,Re-engage now
C00856,Customer 856,customer856@example.com,West,B2B,Email,2022-07-09,477.0,3.0,384.34,128.11333333333334,77.0,1.17,294.1,5,2,3,523,10,0,New customers,Onboard & convert
C00857,Customer 857,customer857@example.com,East,B2C,Email,2022-07-16,466.0,4.0,473.07,118.2675,83.0,1.45,370.54,5,3,3,533,11,0,Loyal customers,Upsell & deepen
C00858,Customer 858,customer858@example.com,West,B2C,Email,2022-08-10,494.0,11.0,2021.05,183.73181818181817,360.0,0.92,1493.29,4,5,5,455,14,3,Champions,Reward & retain
C00859,Customer 859,customer859@example.com,North,B2B,Paid,2023-05-11,672.0,1.0,82.83,82.83,0.0,1.0,44.99,1,1,1,111,3,0,Lost / dormant,Win-back / suppress
C00860,Customer 860,customer860@example.com,East,B2C,Referral,2022-10-11,499.0,7.0,840.73,120.10428571428572,107.0,1.96,614.96,3,4,4,344,11,1,Loyal customers,Upsell & deepen
C00861,Customer 861,customer861@example.com,North,B2C,Paid,2023-08-27,475.0,1.0,61.52,61.52,0.0,1.0,47.27,5,1,1,511,7,0,New customers,Onboard & convert
C00862,Customer 862,customer862@example.com,South,B2B,Social,2023-06-22,510.0,8.0,842.97,105.37125,196.0,1.22,603.3,3,4,4,344,11,1,Loyal customers,Upsell & deepen
C00863,Customer 863,customer863@example.com,East,B2C,Paid,2023-09-04,466.0,8.0,300.69,37.58625,167.0,1.44,235.52,5,4,3,543,12,6,Loyal customers,Upsell & deepen
C00864,Customer 864,customer864@example.com,South,B2B,Social,2022-10-17,465.0,4.0,410.2000000000001,102.55,102.0,1.18,321.98,5,3,3,533,11,0,Loyal customers,Upsell & deepen
C00865,Customer 865,customer865@example.com,East,B2C,Social,2022-04-13,490.0,7.0,1187.17,169.5957142857143,123.0,1.71,884.32,4,4,5,445,13,1,Champions,Reward & retain
C00866,Customer 866,customer866@example.com,Central,B2C,Social,2022-07-18,681.0,3.0,124.35,41.45,90.0,1.0,66.65,1,2,1,121,4,2,Lost / dormant,Win-back / suppress
C00867,Customer 867,customer867@example.com,West,B2C,Paid,2022-10-31,514.0,5.0,104.42,20.884,46.0,3.26,74.15,3,3,1,331,7,4,Potential loyalists,Nurture toward loyalty
C00868,Customer 868,customer868@example.com,Central,B2C,Referral,2022-08-21,519.0,2.0,227.1,113.55,52.0,1.15,159.71,3,1,2,312,6,0,Potential loyalists,Nurture toward loyalty
C00869,Customer 869,customer869@example.com,South,B2C,Paid,2023-01-05,672.0,2.0,249.57,124.785,30.0,2.0,135.56,1,1,2,112,4,5,Lost / dormant,Win-back / suppress
C00870,Customer 870,customer870@example.com,West,B2B,Referral,2022-07-03,490.0,3.0,281.08000000000004,93.69333333333334,30.0,3.0,209.38,4,2,2,422,8,4,New customers,Onboard & convert
C00871,Customer 871,customer871@example.com,East,B2C,Referral,2022-11-06,523.0,6.0,147.36,24.56,137.0,1.31,102.84,2,4,1,241,7,6,Frequent low-spenders,Grow basket size
C00872,Customer 872,customer872@example.com,West,B2C,Social,2022-01-15,506.0,5.0,734.3,146.86,125.0,1.2,529.68,3,3,4,334,10,1,Loyal customers,Upsell & deepen
C00873,Customer 873,customer873@example.com,North,B2C,Paid,2023-07-01,451.0,4.0,308.13,77.0325,55.0,2.18,249.37,5,3,3,533,11,5,Loyal customers,Upsell & deepen
C00874,Customer 874,customer874@example.com,West,B2C,Referral,2022-05-10,578.0,5.0,429.23,85.846,123.0,1.22,271.05,1,3,3,133,7,0,At-risk customers,Re-engage now
C00875,Customer 875,customer875@example.com,North,B2C,Email,2022-10-08,500.0,9.0,1144.4,127.15555555555557,161.0,1.68,835.41,3,5,5,355,13,1,Loyal customers,Upsell & deepen
C00876,Customer 876,customer876@example.com,West,B2C,Referral,2022-02-16,870.0,1.0,99.44,99.44,0.0,1.0,41.72,1,1,1,111,3,2,Lost / dormant,Win-back / suppress
C00877,Customer 877,customer877@example.com,North,B2C,Email,2022-02-25,511.0,4.0,553.3599999999999,138.33999999999995,54.0,2.22,395.26,3,3,4,334,10,5,Loyal customers,Upsell & deepen
C00878,Customer 878,customer878@example.com,South,B2C,Paid,2023-07-21,468.0,7.0,1699.93,242.84714285714287,104.0,2.02,1325.8,5,4,5,545,14,1,Champions,Reward & retain
C00879,Customer 879,customer879@example.com,Central,B2C,Paid,2022-10-27,521.0,1.0,109.57,109.57,0.0,1.0,76.76,2,1,1,211,4,0,Lost / dormant,Win-back / suppress
C00880,Customer 880,customer880@example.com,East,B2C,Paid,2022-05-10,490.0,2.0,171.25,85.625,23.0,2.0,127.56,4,1,2,412,7,5,New customers,Onboard & convert
C00881,Customer 881,customer881@example.com,West,B2C,Referral,2023-10-16,526.0,10.0,1087.26,108.726,246.0,1.22,754.47,2,5,5,255,12,1,At-risk customers,Re-engage now
C00882,Customer 882,customer882@example.com,Central,B2C,Organic,2023-05-18,585.0,5.0,488.65,97.73,63.0,2.38,304.88,1,3,3,133,7,4,At-risk customers,Re-engage now
C00883,Customer 883,customer883@example.com,East,B2B,Referral,2022-04-16,860.0,3.0,126.35,42.11666666666667,47.0,1.91,53.63,1,2,1,121,4,2,Lost / dormant,Win-back / suppress
C00884,Customer 884,customer884@example.com,East,B2C,Referral,2022-01-13,477.0,5.0,670.64,134.128,117.0,1.28,513.17,5,3,4,534,12,1,Loyal customers,Upsell & deepen
C00885,Customer 885,customer885@example.com,North,B2B,Social,2023-08-11,507.0,3.0,148.13,49.376666666666665,27.0,3.0,106.64,3,2,1,321,6,4,Potential loyalists,Nurture toward loyalty
C00886,Customer 886,customer886@example.com,Unknown,B2C,Social,2022-10-19,619.0,1.0,83.54,83.54,0.0,1.0,49.26,1,1,1,111,3,0,Lost / dormant,Win-back / suppress
C00887,Customer 887,customer887@example.com,South,B2C,Referral,2023-04-26,544.0,6.0,562.09,93.68166666666669,57.0,3.16,377.14,2,4,4,244,10,4,At-risk customers,Re-engage now
C00888,Customer 888,customer888@example.com,Central,B2B,Email,2023-05-06,851.0,3.0,159.14,53.04666666666666,25.0,3.0,68.26,1,2,2,122,5,2,Lost / dormant,Win-back / suppress
C00889,Customer 889,customer889@example.com,South,B2C,Social,2023-03-28,615.0,3.0,396.99,132.33,84.0,1.07,235.61,1,2,3,123,6,0,Lost / dormant,Win-back / suppress
C00890,Customer 890,customer890@example.com,West,B2B,Referral,2022-12-15,504.0,2.0,191.29,95.645,42.0,1.43,138.53,3,1,2,312,6,0,Potential loyalists,Nurture toward loyalty
C00891,Customer 891,customer891@example.com,South,B2C,Organic,2022-07-08,475.0,3.0,229.18,76.39333333333333,81.0,1.11,176.11,5,2,2,522,9,0,New customers,Onboard & convert
C00892,Customer 892,customer892@example.com,Central,B2C,Email,2022-02-22,568.0,4.0,451.2,112.8,97.0,1.24,289.94,2,3,3,233,8,0,At-risk customers,Re-engage now
C00893,Customer 893,customer893@example.com,South,B2C,Paid,2022-09-16,487.0,2.0,141.91,70.955,0.0,2.0,106.36,4,1,1,411,6,5,New customers,Onboard & convert
C00894,Customer 894,customer894@example.com,West,B2C,Referral,2023-05-05,506.0,1.0,60.0,60.0,0.0,1.0,43.28,3,1,1,311,5,0,Potential loyalists,Nurture toward loyalty
C00895,Customer 895,customer895@example.com,North,B2C,Referral,2022-04-27,544.0,7.0,995.79,142.25571428571428,157.0,1.34,668.13,2,4,5,245,11,1,At-risk customers,Re-engage now
C00896,Customer 896,customer896@example.com,Central,B2C,Email,2022-03-08,489.0,6.0,760.31,126.71833333333332,134.0,1.34,567.51,4,4,4,444,12,1,Champions,Reward & retain
C00897,Customer 897,customer897@example.com,North,B2C,Social,2023-02-15,539.0,6.0,873.59,145.59833333333333,168.0,1.07,591.58,2,4,4,244,10,1,At-risk customers,Re-engage now
C00898,Customer 898,customer898@example.com,North,B2C,Social,2023-05-19,479.0,10.0,1868.62,186.862,291.0,1.03,1423.9,4,5,5,455,14,3,Champions,Reward & retain
C00899,Customer 899,customer899@example.com,North,B2C,Social,2022-03-17,469.0,13.0,2368.25,182.17307692307693,226.0,1.73,1843.09,5,5,5,555,15,3,Champions,Reward & retain
C00900,Customer 900,customer900@example.com,Unknown,B2C,Paid,2023-08-14,686.0,2.0,122.92,61.46,8.0,2.0,65.4,1,1,1,111,3,2,Lost / dormant,Win-back / suppress
C00901,Customer 901,customer901@example.com,East,B2B,Email,2023-10-07,745.0,4.0,419.13,104.7825,37.0,3.24,205.35,1,3,3,133,7,4,At-risk customers,Re-engage now
C00902,Customer 902,customer902@example.com,North,B2C,Email,2022-02-24,494.0,1.0,118.8,118.8,0.0,1.0,87.78,4,1,1,411,6,0,New customers,Onboard & convert
C00903,Customer 903,customer903@example.com,Central,B2B,Social,2022-06-05,471.0,2.0,211.51,105.755,0.0,2.0,163.91,5,1,2,512,8,5,New customers,Onboard & convert
C00904,Customer 904,customer904@example.com,West,B2B,Social,2022-06-02,492.0,4.0,148.86,37.215,64.0,1.88,110.43,4,3,1,431,8,5,Potential loyalists,Nurture toward loyalty
C00905,Customer 905,customer905@example.com,West,B2C,Organic,2023-07-31,493.0,5.0,494.22,98.844,82.0,1.83,365.9,4,3,3,433,10,5,Loyal customers,Upsell & deepen
C00906,Customer 906,customer906@example.com,South,B2C,Organic,2022-11-08,768.0,1.0,87.39,87.39,0.0,1.0,41.53,1,1,1,111,3,2,Lost / dormant,Win-back / suppress
C00907,Customer 907,customer907@example.com,Central,B2C,Referral,2022-03-29,475.0,4.0,520.56,130.14,84.0,1.43,400.01,5,3,4,534,12,1,Loyal customers,Upsell & deepen
C00908,Customer 908,customer908@example.com,East,B2C,Referral,2022-09-12,581.0,2.0,59.25,29.625,26.0,2.0,37.22,1,1,1,111,3,5,Lost / dormant,Win-back / suppress
C00909,Customer 909,customer909@example.com,North,B2C,Email,2022-05-02,629.0,7.0,907.42,129.6314285714286,100.0,2.1,526.56,1,4,4,144,9,1,At-risk customers,Re-engage now
C00910,Customer 910,customer910@example.com,South,B2C,Email,2023-07-26,553.0,9.0,1403.74,155.9711111111111,149.0,1.81,926.52,2,5,5,255,12,1,At-risk customers,Re-engage now
C00911,Customer 911,customer911@example.com,West,B2C,Paid,2023-03-03,469.0,2.0,180.71,90.355,4.0,2.0,140.64,5,1,2,512,8,5,New customers,Onboard & convert
C00912,Customer 912,customer912@example.com,East,B2C,Paid,2023-09-13,553.0,5.0,421.02,84.204,149.0,1.01,277.89,2,3,3,233,8,0,At-risk customers,Re-engage now
C00913,Customer 913,customer913@example.com,East,B2C,Organic,2023-09-03,478.0,14.0,2581.95,184.425,424.0,0.99,1971.57,5,5,5,555,15,3,Champions,Reward & retain
C00914,Customer 914,customer914@example.com,North,B2C,Referral,2023-09-26,481.0,2.0,202.84,101.42,13.0,2.0,153.92,4,1,2,412,7,5,New customers,Onboard & convert
C00915,Customer 915,customer915@example.com,West,B2C,Organic,2022-08-20,515.0,7.0,1008.19,144.02714285714288,162.0,1.3,714.54,3,4,5,345,12,1,Loyal customers,Upsell & deepen
C00916,Customer 916,customer916@example.com,Central,B2B,Organic,2023-06-20,525.0,9.0,1822.37,202.4855555555556,196.0,1.38,1266.98,2,5,5,255,12,3,At-risk customers,Re-engage now
C00917,Customer 917,customer917@example.com,East,B2C,Referral,2023-01-25,530.0,1.0,51.88,51.88,0.0,1.0,35.73,2,1,1,211,4,0,Lost / dormant,Win-back / suppress
C00918,Customer 918,customer918@example.com,North,B2C,Paid,2023-04-07,478.0,1.0,68.73,68.73,0.0,1.0,52.48,5,1,1,511,7,0,New customers,Onboard & convert
C00919,Customer 919,customer919@example.com,Central,B2C,Referral,2023-03-30,886.0,4.0,270.01,67.5025,46.0,2.61,111.23,1,3,2,132,6,2,Potential loyalists,Nurture toward loyalty
C00920,Customer 920,customer920@example.com,West,B2C,Social,2022-11-01,625.0,3.0,314.56,104.85333333333334,2.0,3.0,183.7,1,2,3,123,6,4,Lost / dormant,Win-back / suppress
C00921,Customer 921,customer921@example.com,East,B2C,Social,2023-08-26,536.0,4.0,483.42,120.855,132.0,0.91,329.19,2,3,3,233,8,1,At-risk customers,Re-engage now
C00922,Customer 922,customer922@example.com,Central,B2C,Social,2023-03-16,531.0,2.0,139.07,69.535,27.0,2.0,95.59,2,1,1,211,4,5,Lost / dormant,Win-back / suppress
C00923,Customer 923,customer923@example.com,Central,B2C,Email,2022-11-09,475.0,2.0,314.42,157.20999999999998,8.0,2.0,241.61,5,1,3,513,9,5,New customers,Onboard & convert
C00924,Customer 924,customer924@example.com,Central,B2C,Paid,2023-08-06,635.0,4.0,258.53000000000003,64.63250000000001,72.0,1.67,148.6,1,3,2,132,6,5,Potential loyalists,Nurture toward loyalty
C00925,Customer 925,customer925@example.com,East,B2C,Paid,2023-09-28,543.0,6.0,930.43,155.0716666666667,68.0,2.65,625.43,2,4,4,244,10,4,At-risk customers,Re-engage now
C00926,Customer 926,customer926@example.com,East,B2C,Email,2022-03-03,685.0,2.0,101.03,50.515,50.0,1.2,53.83,1,1,1,111,3,2,Lost / dormant,Win-back / suppress
C00927,Customer 927,customer927@example.com,South,B2C,Organic,2023-09-17,689.0,3.0,145.87,48.623333333333335,13.0,3.0,77.28,1,2,1,121,4,4,Lost / dormant,Win-back / suppress
C00928,Customer 928,customer928@example.com,West,B2B,Social,2022-04-12,576.0,4.0,483.2,120.8,67.0,1.79,306.19,1,3,3,133,7,5,At-risk customers,Re-engage now
C00929,Customer 929,customer929@example.com,North,B2B,Social,2022-08-01,819.0,1.0,45.7,45.7,0.0,1.0,20.37,1,1,1,111,3,2,Lost / dormant,Win-back / suppress
C00930,Customer 930,customer930@example.com,Central,B2C,Organic,2023-10-03,580.0,1.0,43.58,43.58,0.0,1.0,27.43,1,1,1,111,3,0,Lost / dormant,Win-back / suppress
C00932,Customer 932,customer932@example.com,North,B2C,Referral,2022-09-28,506.0,8.0,998.94,124.8675,140.0,1.71,720.58,3,4,5,345,12,1,Loyal customers,Upsell & deepen
C00933,Customer 933,customer933@example.com,South,B2C,Paid,2023-11-08,486.0,14.0,2880.9,205.7785714285714,339.0,1.24,2163.64,4,5,5,455,14,3,Champions,Reward & retain
C00934,Customer 934,customer934@example.com,East,B2C,Email,2022-03-25,729.0,2.0,111.55,55.775,5.0,2.0,55.85,1,1,1,111,3,2,Lost / dormant,Win-back / suppress
C00935,Customer 935,customer935@example.com,Central,B2C,Paid,2022-06-10,556.0,5.0,495.24,99.048,139.0,1.08,325.11,2,3,3,233,8,1,At-risk customers,Re-engage now
C00936,Customer 936,customer936@example.com,North,B2C,Referral,2022-09-03,559.0,5.0,489.73,97.946,48.0,3.12,319.77,2,3,3,233,8,4,At-risk customers,Re-engage now
C00937,Customer 937,customer937@example.com,North,B2C,Organic,2022-06-27,488.0,1.0,103.48,103.48,0.0,1.0,77.4,4,1,1,411,6,0,New customers,Onboard & convert
C00938,Customer 938,customer938@example.com,North,B2C,Paid,2023-07-20,488.0,5.0,1049.99,209.998,80.0,1.88,785.34,4,3,5,435,12,1,Loyal customers,Upsell & deepen
C00939,Customer 939,customer939@example.com,North,B2B,Social,2022-03-18,559.0,2.0,214.96,107.48,29.0,2.0,140.36,2,1,2,212,5,5,Lost / dormant,Win-back / suppress
C00940,Customer 940,customer940@example.com,North,B2B,Social,2022-06-10,465.0,5.0,129.62,25.924,108.0,1.39,101.74,5,3,1,531,9,6,Potential loyalists,Nurture toward loyalty
C00941,Customer 941,customer941@example.com,South,B2C,Organic,2022-01-03,510.0,10.0,1762.5700000000002,176.257,320.0,0.94,1261.45,3,5,5,355,13,3,Loyal customers,Upsell & deepen
C00942,Customer 942,customer942@example.com,Central,B2C,Referral,2023-02-23,550.0,7.0,1002.75,143.25,159.0,1.32,665.46,2,4,5,245,11,1,At-risk customers,Re-engage now
C00943,Customer 943,customer943@example.com,East,B2C,Social,2023-04-07,505.0,5.0,1089.24,217.848,28.0,5.0,787.27,3,3,5,335,11,4,Loyal customers,Upsell & deepen
C00944,Customer 944,customer944@example.com,East,B2C,Social,2023-09-01,494.0,4.0,444.13,111.0325,96.0,1.25,328.15,4,3,3,433,10,0,Loyal customers,Upsell & deepen
C00945,Customer 945,customer945@example.com,East,B2C,Email,2023-04-27,531.0,4.0,424.22,106.055,52.0,2.31,291.6,2,3,3,233,8,5,At-risk customers,Re-engage now
C00946,Customer 946,customer946@example.com,East,B2C,Paid,2022-10-26,500.0,7.0,317.26,45.32285714285714,150.0,1.4,231.6,3,4,3,343,10,6,Loyal customers,Upsell & deepen
C00947,Customer 947,customer947@example.com,South,B2C,Referral,2022-02-03,520.0,2.0,129.84,64.92,30.0,2.0,91.14,3,1,1,311,5,5,Potential loyalists,Nurture toward loyalty
C00948,Customer 948,customer948@example.com,West,B2B,Paid,2022-08-26,474.0,3.0,196.6,65.53333333333335,66.0,1.36,151.39,5,2,2,522,9,0,New customers,Onboard & convert
C00949,Customer 949,customer949@example.com,Central,B2C,Referral,2022-10-23,503.0,7.0,847.86,121.12285714285714,64.0,3.28,615.25,3,4,4,344,11,4,Loyal customers,Upsell & deepen
C00950,Customer 950,customer950@example.com,North,B2C,Social,2022-10-17,545.0,3.0,223.93,74.64333333333333,94.0,0.96,149.97,2,2,2,222,6,0,Lost / dormant,Win-back / suppress
C00951,Customer 951,customer951@example.com,West,B2C,Email,2023-04-10,516.0,11.0,426.39,38.76272727272727,283.0,1.17,301.61,3,5,3,353,11,6,Loyal customers,Upsell & deepen
C00952,Customer 952,customer952@example.com,East,B2C,Paid,2022-03-14,490.0,3.0,205.27,68.42333333333333,37.0,2.43,152.91,4,2,2,422,8,5,New customers,Onboard & convert
C00953,Customer 953,customer953@example.com,West,B2C,Social,2022-08-28,783.0,7.0,766.72,109.53142857142858,154.0,1.36,357.41,1,4,4,144,9,2,At-risk customers,Re-engage now
C00954,Customer 954,customer954@example.com,Central,B2C,Referral,2022-09-28,542.0,4.0,297.29,74.32249999999999,61.0,1.97,200.2,2,3,3,233,8,5,At-risk customers,Re-engage now
C00955,Customer 955,customer955@example.com,North,B2C,Paid,2023-10-03,697.0,3.0,387.88,129.29333333333332,38.0,2.37,203.12,1,2,3,123,6,4,Lost / dormant,Win-back / suppress
C00956,Customer 956,customer956@example.com,North,B2B,Paid,2023-08-27,580.0,3.0,224.82,74.94,25.0,3.0,141.48,1,2,2,122,5,4,Lost / dormant,Win-back / suppress
C00957,Customer 957,customer957@example.com,Central,B2C,Social,2023-11-09,659.0,8.0,935.27,116.90875,153.0,1.57,518.02,1,4,4,144,9,1,At-risk customers,Re-engage now
C00958,Customer 958,customer958@example.com,Central,B2C,Paid,2022-07-22,486.0,8.0,1670.5,208.8125,208.0,1.15,1254.59,4,4,5,445,13,3,Champions,Reward & retain
C00959,Customer 959,customer959@example.com,East,B2C,Email,2023-03-12,555.0,5.0,554.47,110.894,88.0,1.7,364.65,2,3,4,234,9,5,At-risk customers,Re-engage now
C00960,Customer 960,customer960@example.com,North,B2B,Email,2022-04-28,569.0,4.0,252.81,63.2025,84.0,1.43,162.17,2,3,2,232,7,0,Potential loyalists,Nurture toward loyalty
C00961,Customer 961,customer961@example.com,West,B2C,Social,2023-07-12,473.0,4.0,504.6,126.15,98.0,1.22,389.38,5,3,4,534,12,1,Loyal customers,Upsell & deepen
C00962,Customer 962,customer962@example.com,South,B2B,Referral,2022-08-19,483.0,11.0,2488.25,226.20454545454547,264.0,1.25,1880.35,4,5,5,455,14,3,Champions,Reward & retain
C00963,Customer 963,customer963@example.com,South,B2B,Social,2023-10-26,458.0,10.0,1874.39,187.439,326.0,0.92,1493.78,5,5,5,555,15,3,Champions,Reward & retain
C00964,Customer 964,customer964@example.com,Central,B2C,Email,2022-06-02,482.0,3.0,234.23,78.07666666666667,37.0,2.43,177.37,4,2,2,422,8,5,New customers,Onboard & convert
C00965,Customer 965,customer965@example.com,East,B2B,Organic,2022-09-30,517.0,9.0,255.71,28.412222222222223,231.0,1.17,180.53,3,5,2,352,10,6,Frequent low-spenders,Grow basket size
C00966,Customer 966,customer966@example.com,South,B2B,Organic,2022-05-26,481.0,1.0,37.31,37.31,0.0,1.0,28.31,4,1,1,411,6,0,New customers,Onboard & convert
C00967,Customer 967,customer967@example.com,North,B2B,Paid,2022-03-15,471.0,3.0,405.84,135.28,87.0,1.03,314.5,5,2,3,523,10,0,New customers,Onboard & convert
C00968,Customer 968,customer968@example.com,Central,B2C,Paid,2022-03-03,479.0,3.0,241.1,80.36666666666666,40.0,2.25,183.72,4,2,2,422,8,5,New customers,Onboard & convert
C00969,Customer 969,customer969@example.com,West,B2C,Organic,2022-06-19,544.0,1.0,97.36,97.36,0.0,1.0,65.32,2,1,1,211,4,0,Lost / dormant,Win-back / suppress
C00970,Customer 970,customer970@example.com,Central,B2C,Email,2022-11-11,543.0,6.0,757.64,126.27333333333333,108.0,1.67,509.28,2,4,4,244,10,1,At-risk customers,Re-engage now
C00971,Customer 971,customer971@example.com,Unknown,B2C,Paid,2023-09-02,644.0,4.0,375.92,93.98,72.0,1.67,213.06,1,3,3,133,7,5,At-risk customers,Re-engage now
C00972,Customer 972,customer972@example.com,Central,B2C,Social,2023-08-06,675.0,8.0,808.05,101.00625,177.0,1.36,436.95,1,4,4,144,9,1,At-risk customers,Re-engage now
C00973,Customer 973,customer973@example.com,Central,B2C,Social,2022-10-23,463.0,13.0,2565.05,197.31153846153848,364.0,1.07,2022.12,5,5,5,555,15,3,Champions,Reward & retain
C00974,Customer 974,customer974@example.com,Central,B2B,Email,2023-03-26,498.0,4.0,184.5,46.125,88.0,1.36,135.23,3,3,2,332,8,0,Potential loyalists,Nurture toward loyalty
C00975,Customer 975,customer975@example.com,West,B2B,Paid,2022-05-08,498.0,4.0,134.42000000000002,33.605000000000004,62.0,1.94,98.52,3,3,1,331,7,5,Potential loyalists,Nurture toward loyalty
C00976,Customer 976,customer976@example.com,West,B2C,Social,2023-04-25,488.0,10.0,1593.84,159.384,202.0,1.49,1192.11,4,5,5,455,14,1,Champions,Reward & retain
C00977,Customer 977,customer977@example.com,Central,B2B,Paid,2022-11-08,489.0,11.0,1878.52,170.77454545454546,343.0,0.96,1402.17,4,5,5,455,14,3,Champions,Reward & retain
C00978,Customer 978,customer978@example.com,South,B2B,Paid,2023-02-17,495.0,9.0,1553.91,172.65666666666664,176.0,1.53,1145.81,4,5,5,455,14,1,Champions,Reward & retain
C00979,Customer 979,customer979@example.com,East,B2C,Social,2022-10-06,530.0,7.0,801.1700000000001,114.45285714285716,182.0,1.15,551.75,2,4,4,244,10,1,At-risk customers,Re-engage now
C00980,Customer 980,customer980@example.com,East,B2C,Organic,2023-05-28,563.0,3.0,294.87,98.29,63.0,1.43,191.17,2,2,3,223,7,0,Lost / dormant,Win-back / suppress
C00981,Customer 981,customer981@example.com,East,B2C,Social,2023-07-07,501.0,6.0,530.97,88.495,68.0,2.65,386.83,3,4,4,344,11,4,Loyal customers,Upsell & deepen
C00982,Customer 982,customer982@example.com,West,B2C,Email,2023-05-21,567.0,6.0,763.35,127.225,149.0,1.21,491.4,2,4,4,244,10,1,At-risk customers,Re-engage now
C00983,Customer 983,customer983@example.com,Unknown,B2C,Referral,2023-03-25,808.0,2.0,161.92000000000002,80.96000000000001,104.0,0.58,73.14,1,1,2,112,4,2,Lost / dormant,Win-back / suppress
C00984,Customer 984,customer984@example.com,South,B2C,Social,2022-03-24,566.0,2.0,184.29,92.145,17.0,2.0,118.84,2,1,2,212,5,5,Lost / dormant,Win-back / suppress
C00985,Customer 985,customer985@example.com,East,B2C,Paid,2023-09-05,490.0,9.0,1522.09,169.12111111111113,163.0,1.66,1133.8,4,5,5,455,14,1,Champions,Reward & retain
C00986,Customer 986,customer986@example.com,East,B2C,Paid,2022-02-10,512.0,7.0,887.36,126.76571428571428,86.0,2.44,632.59,3,4,4,344,11,4,Loyal customers,Upsell & deepen
C00987,Customer 987,customer987@example.com,Central,B2B,Social,2023-03-19,577.0,4.0,263.83,65.9575,88.0,1.36,166.89,1,3,2,132,6,0,Potential loyalists,Nurture toward loyalty
C00988,Customer 988,customer988@example.com,West,B2C,Referral,2022-11-27,477.0,2.0,204.84,102.42,5.0,2.0,156.74,5,1,2,512,8,5,New customers,Onboard & convert
C00989,Customer 989,customer989@example.com,East,B2B,Social,2023-09-11,466.0,8.0,1238.34,154.7925,201.0,1.19,969.94,5,4,5,545,14,1,Champions,Reward & retain
C00990,Customer 990,customer990@example.com,South,B2B,Referral,2022-09-14,498.0,8.0,1362.32,170.29,256.0,0.94,998.49,3,4,5,345,12,1,Loyal customers,Upsell & deepen
C00991,Customer 991,customer991@example.com,South,B2B,Referral,2022-01-27,521.0,13.0,393.58,30.275384615384617,295.0,1.32,275.73,2,5,3,253,10,6,At-risk customers,Re-engage now
