customer_id,name,email,region,customer_type,lead_source,signup_date,segment_x,total_orders,total_revenue,avg_order_value_x,first_order_date,last_order_date,total_sessions,total_pageviews,last_visit_date,recency_days,frequency,monetary,avg_order_value_y,lifespan_days,orders_per_month,estimated_clv,r_score,f_score,m_score,rfm_score,rfm_total,segment_y,segment
C00614,Customer 614,customer614@example.com,East,B2C,Social,2023-04-02,Unassigned,6,845.12,140.85333333333332,2024-08-20,2024-11-25,25,222,2024-12-16,484.0,5.0,727.72,145.544,97.0,1.55,541.2793388429752,4.0,4.0,4.0,444,12.0,Champions,No purchase
C00615,Customer 615,customer615@example.com,North,B2B,Referral,2022-06-12,Unassigned,2,105.61,52.805,2024-09-11,2024-10-27,15,169,2024-12-12,,,,,,,,,,,,,,No purchase
C00616,Customer 616,customer616@example.com,East,B2B,Paid,2023-05-02,Unassigned,18,3508.86,194.93666666666667,2023-10-29,2024-11-25,20,250,2024-09-29,484.0,12.0,2270.2799999999997,189.18999999999997,294.0,1.22,1688.6380165289254,4.0,5.0,5.0,455,14.0,Champions,No purchase
C00617,Customer 617,customer617@example.com,West,B2C,Email,2023-04-06,Unassigned,1,69.72,69.72,2024-11-22,2024-11-22,21,248,2024-10-22,487.0,1.0,69.72,69.72,0.0,1.0,51.53839835728953,4.0,1.0,1.0,411,6.0,New customers,No purchase
C00618,Customer 618,customer618@example.com,South,B2C,Referral,2022-09-23,Unassigned,3,263.89,87.96333333333332,2024-10-30,2024-12-18,7,46,2024-11-17,461.0,3.0,263.89,87.96333333333332,49.0,1.84,206.07462039045552,5.0,2.0,3.0,523,10.0,New customers,No purchase
C00619,Customer 619,customer619@example.com,West,B2B,Social,2022-09-11,Unassigned,2,193.06,96.53,2024-10-19,2024-10-22,8,69,2024-12-09,521.0,1.0,66.04,66.04,0.0,1.0,45.63224568138197,3.0,1.0,1.0,311,5.0,Potential loyalists,No purchase
C00620,Customer 620,customer620@example.com,West,B2B,Paid,2023-10-15,Unassigned,3,192.37,64.12333333333333,2024-10-23,2024-11-29,19,176,2024-12-24,493.0,1.0,113.36,113.36,0.0,1.0,82.77809330628803,4.0,1.0,1.0,411,6.0,New customers,No purchase
C00621,Customer 621,customer621@example.com,Central,B2C,Organic,2022-10-11,Unassigned,18,2895.32,160.85111111111112,2023-11-28,2024-11-14,25,235,2024-09-09,495.0,14.0,2226.49,159.035,352.0,1.19,1619.2654545454545,4.0,5.0,5.0,455,14.0,Champions,No purchase
C00622,Customer 622,customer622@example.com,South,B2B,Referral,2023-06-18,Unassigned,3,235.03,78.34333333333333,2024-09-28,2024-11-22,19,230,2024-06-22,,,,,,,,,,,,,,No purchase
C00623,Customer 623,customer623@example.com,West,B2C,Paid,2023-05-12,Unassigned,9,1279.91,142.21222222222224,2024-01-31,2024-10-13,18,228,2024-11-09,527.0,7.0,997.46,142.49428571428572,256.0,0.82,681.3768500948767,2.0,5.0,5.0,255,12.0,At-risk customers,No purchase
C00624,Customer 624,customer624@example.com,West,B2B,Organic,2023-10-04,Unassigned,2,99.21,49.605,2024-03-02,2024-03-17,15,148,2024-09-10,752.0,1.0,38.54,38.54,0.0,1.0,18.45,1.0,1.0,1.0,111,3.0,Lost / dormant,No purchase
C00625,Customer 625,customer625@example.com,Unknown,B2B,Referral,2022-09-02,Unassigned,3,251.66,83.88666666666667,2024-05-31,2024-08-12,18,202,2024-12-16,589.0,3.0,251.66,83.88666666666667,73.0,1.23,153.81595925297114,1.0,2.0,3.0,123,6.0,Potential loyalists,No purchase
C00626,Customer 626,customer626@example.com,South,B2C,Paid,2022-10-09,Unassigned,4,210.05,52.5125,2024-01-15,2024-03-27,17,233,2024-10-31,727.0,2.0,113.44,56.72,72.0,0.83,56.17386519944979,1.0,1.0,1.0,111,3.0,Lost / dormant,No purchase
C00627,Customer 627,customer627@example.com,West,B2C,Paid,2023-03-27,Unassigned,8,1356.74,169.5925,2024-05-03,2024-11-20,25,233,2024-12-11,493.0,4.0,752.12,188.03,197.0,0.61,549.215415821501,4.0,3.0,4.0,434,11.0,Loyal customers,No purchase
C00628,Customer 628,customer628@example.com,South,B2B,Referral,2022-03-21,Unassigned,6,800.46,133.41,2024-07-20,2024-10-22,5,50,2023-12-23,525.0,5.0,733.19,146.638,87.0,1.72,502.7588571428572,3.0,4.0,4.0,344,11.0,Loyal customers,No purchase
C00629,Customer 629,customer629@example.com,West,B2C,Paid,2022-10-20,Unassigned,8,959.15,119.89375,2024-08-19,2024-12-15,19,226,2024-08-03,464.0,7.0,848.37,121.19571428571429,118.0,1.78,658.2181034482759,5.0,5.0,5.0,555,15.0,Champions,No purchase
C00630,Customer 630,customer630@example.com,West,B2C,Email,2022-08-29,Unassigned,6,977.74,162.95666666666668,2024-08-31,2024-11-28,2,34,2023-09-05,552.0,3.0,415.32,138.44,18.0,3.0,270.8608695652174,2.0,2.0,4.0,224,8.0,Potential loyalists,No purchase
C00631,Customer 631,customer631@example.com,Central,B2B,Referral,2022-10-06,Unassigned,10,1109.61,110.96099999999998,2024-04-13,2024-12-04,25,268,2024-12-01,484.0,4.0,401.58,100.395,83.0,1.45,298.695867768595,4.0,3.0,3.0,433,10.0,Loyal customers,No purchase
C00632,Customer 632,customer632@example.com,North,B2C,Paid,2022-12-10,Unassigned,6,607.4399999999999,101.24,2024-05-02,2024-07-26,4,49,2024-02-15,606.0,4.0,336.65999999999997,84.16499999999999,85.0,1.41,199.99603960396036,1.0,3.0,3.0,133,7.0,At-risk customers,No purchase
C00633,Customer 633,customer633@example.com,West,B2C,Organic,2022-11-24,Unassigned,10,1217.03,121.703,2024-04-01,2024-12-20,23,271,2024-12-21,459.0,6.0,853.11,142.185,260.0,0.69,669.1058823529412,5.0,4.0,5.0,545,14.0,Champions,No purchase
C00634,Customer 634,customer634@example.com,East,B2C,Organic,2023-07-08,Unassigned,2,251.11,125.555,2024-10-31,2024-11-02,4,44,2024-01-24,507.0,2.0,251.11,125.555,2.0,2.0,178.30295857988165,3.0,1.0,3.0,313,7.0,Potential loyalists,No purchase
C00635,Customer 635,customer635@example.com,North,B2C,Email,2022-03-24,Unassigned,2,92.2,46.1,2023-10-16,2023-10-17,8,85,2024-12-03,889.0,2.0,92.19999999999999,46.099999999999994,1.0,2.0,37.3363329583802,1.0,1.0,1.0,111,3.0,Lost / dormant,No purchase
C00636,Customer 636,customer636@example.com,North,B2C,Referral,2022-05-22,Unassigned,9,990.39,110.04333333333334,2024-04-23,2024-11-06,1,18,2024-07-01,527.0,6.0,756.2,126.03333333333335,173.0,1.04,516.5692599620494,2.0,4.0,4.0,244,10.0,At-risk customers,No purchase
C00637,Customer 637,customer637@example.com,North,B2C,Paid,2022-06-04,Unassigned,6,468.45,78.075,2024-04-12,2024-09-08,14,144,2024-11-07,562.0,5.0,414.38,82.876,149.0,1.01,265.43914590747335,2.0,4.0,4.0,244,10.0,At-risk customers,No purchase
C00638,Customer 638,customer638@example.com,Central,B2C,Paid,2022-08-25,Unassigned,4,319.08000000000004,79.77000000000001,2024-07-08,2024-09-06,8,71,2024-12-01,624.0,1.0,80.47,80.47,0.0,1.0,46.425000000000004,1.0,1.0,1.0,111,3.0,Lost / dormant,No purchase
C00639,Customer 639,customer639@example.com,West,B2C,Organic,2023-01-28,Unassigned,2,209.64,104.82,2024-08-25,2024-08-25,12,158,2024-06-06,576.0,1.0,99.32,99.32,0.0,1.0,62.074999999999996,2.0,1.0,1.0,211,4.0,Lost / dormant,No purchase
C00640,Customer 640,customer640@example.com,Central,B2C,Email,2022-06-06,Unassigned,7,826.16,118.02285714285712,2024-05-20,2024-10-09,1,12,2024-11-05,531.0,6.0,756.65,126.10833333333333,142.0,1.27,512.9830508474575,2.0,4.0,4.0,244,10.0,At-risk customers,No purchase
C00641,Customer 641,customer641@example.com,West,B2C,Organic,2022-08-08,Unassigned,3,254.3,84.76666666666667,2024-10-15,2024-12-04,22,189,2024-12-05,475.0,2.0,137.33,68.665,1.0,2.0,104.08168421052633,5.0,1.0,2.0,512,8.0,New customers,No purchase
C00642,Customer 642,customer642@example.com,Central,B2C,Organic,2022-03-07,Unassigned,6,618.11,103.01833333333332,2024-05-12,2024-09-30,23,215,2024-12-29,540.0,5.0,534.35,106.87,141.0,1.06,356.2333333333334,2.0,4.0,4.0,244,10.0,At-risk customers,No purchase
C00643,Customer 643,customer643@example.com,Central,B2C,Email,2023-03-01,Unassigned,8,269.81,33.72625,2024-08-09,2024-11-24,18,157,2024-12-15,485.0,7.0,250.64,35.80571428571428,107.0,1.96,186.04206185567008,4.0,5.0,3.0,453,12.0,Loyal customers,No purchase
C00644,Customer 644,customer644@example.com,East,B2C,Referral,2023-02-22,Unassigned,5,598.0,119.6,2024-03-28,2024-07-24,15,188,2024-07-30,658.0,2.0,310.28,155.14,51.0,1.18,169.7580547112462,1.0,1.0,3.0,113,5.0,Potential loyalists,No purchase
C00645,Customer 645,customer645@example.com,Central,B2C,Paid,2022-12-05,Unassigned,1,34.27,34.27,2024-11-15,2024-11-15,2,15,2024-12-24,494.0,1.0,34.27,34.27,0.0,1.0,24.97408906882591,4.0,1.0,1.0,411,6.0,New customers,No purchase
C00646,Customer 646,customer646@example.com,South,B2C,Referral,2023-07-10,Unassigned,6,748.6700000000001,124.77833333333336,2024-05-29,2024-09-29,18,189,2024-07-26,541.0,2.0,232.48000000000002,116.24000000000001,50.0,1.2,154.70018484288354,2.0,1.0,3.0,213,6.0,Potential loyalists,No purchase
C00647,Customer 647,customer647@example.com,East,B2B,Social,2023-04-23,Unassigned,10,1690.34,169.034,2024-02-24,2024-09-30,19,219,2024-11-25,540.0,7.0,1180.25,168.60714285714286,219.0,0.96,786.8333333333334,2.0,5.0,5.0,255,12.0,At-risk customers,No purchase
C00648,Customer 648,customer648@example.com,Central,B2C,Social,2023-03-02,Unassigned,14,573.25,40.94642857142857,2023-12-29,2024-11-16,17,205,2024-11-23,493.0,7.0,320.51,45.787142857142854,203.0,1.03,234.04381338742394,4.0,5.0,3.0,453,12.0,Loyal customers,No purchase
C00649,Customer 649,customer649@example.com,North,B2C,Social,2022-03-05,Unassigned,3,298.89,99.63,2024-10-03,2024-12-12,23,230,2024-10-02,467.0,3.0,298.89,99.63,70.0,1.29,230.40770877944325,5.0,2.0,3.0,523,10.0,New customers,No purchase
C00650,Customer 650,customer650@example.com,South,B2C,Email,2022-07-31,Unassigned,6,830.13,138.355,2024-07-09,2024-11-12,21,220,2024-02-24,498.0,4.0,589.91,147.4775,125.0,0.96,426.44096385542167,4.0,3.0,4.0,434,11.0,Loyal customers,No purchase
C00651,Customer 651,customer651@example.com,South,B2C,Organic,2023-03-07,Unassigned,4,538.02,134.505,2024-10-15,2024-11-24,25,243,2024-10-04,489.0,3.0,476.76,158.92,36.0,2.5,350.9889570552147,4.0,2.0,4.0,424,10.0,New customers,No purchase
C00652,Customer 652,customer652@example.com,South,B2C,Referral,2023-02-03,Unassigned,9,1130.54,125.61555555555556,2024-05-23,2024-11-23,7,81,2024-11-26,541.0,3.0,402.74,134.24666666666667,58.0,1.55,267.9970425138632,2.0,2.0,3.0,223,7.0,Potential loyalists,No purchase
C00653,Customer 653,customer653@example.com,East,B2C,Paid,2023-08-22,Unassigned,7,276.89,39.55571428571428,2024-07-07,2024-11-18,3,24,2023-08-03,567.0,4.0,151.07999999999998,37.769999999999996,58.0,2.07,95.92380952380951,2.0,3.0,2.0,232,7.0,Potential loyalists,No purchase
C00654,Customer 654,customer654@example.com,Central,B2C,Social,2022-01-21,Unassigned,6,506.03,84.33833333333332,2024-07-07,2024-10-24,19,186,2024-12-23,516.0,5.0,439.72,87.944,109.0,1.38,306.78139534883724,3.0,4.0,4.0,344,11.0,Loyal customers,No purchase
C00655,Customer 655,customer655@example.com,Central,B2C,Referral,2023-08-13,Unassigned,6,677.69,112.94833333333334,2024-09-16,2024-11-04,7,105,2024-08-23,505.0,5.0,539.64,107.928,49.0,3.06,384.69386138613856,3.0,4.0,4.0,344,11.0,Loyal customers,No purchase
C00656,Customer 656,customer656@example.com,North,B2C,Social,2023-01-25,Unassigned,4,362.85,90.7125,2024-08-23,2024-11-23,13,151,2024-10-27,486.0,4.0,362.85,90.7125,92.0,1.3,268.77777777777777,4.0,3.0,3.0,433,10.0,Loyal customers,No purchase
C00657,Customer 657,customer657@example.com,North,B2C,Social,2023-05-04,Unassigned,1,44.53,44.53,2024-12-04,2024-12-04,22,225,2024-11-10,475.0,1.0,44.53,44.53,0.0,1.0,33.74905263157895,5.0,1.0,1.0,511,7.0,New customers,No purchase
C00658,Customer 658,customer658@example.com,South,B2C,Paid,2022-01-07,Unassigned,2,101.27,50.635,2024-10-19,2024-10-19,22,205,2024-11-13,521.0,1.0,65.8,65.8,0.0,1.0,45.46641074856046,3.0,1.0,1.0,311,5.0,Potential loyalists,No purchase
C00659,Customer 659,customer659@example.com,North,B2C,Email,2022-12-27,Unassigned,4,293.67,73.41749999999999,2023-08-18,2023-11-02,20,203,2024-11-25,873.0,3.0,203.54,67.84666666666666,76.0,1.18,83.93402061855669,1.0,2.0,2.0,122,5.0,Lost / dormant,No purchase
C00660,Customer 660,customer660@example.com,East,B2C,Organic,2022-11-02,Unassigned,2,197.18,98.59,2024-11-06,2024-11-10,6,69,2024-10-30,499.0,1.0,102.97,102.97,0.0,1.0,74.28697394789579,4.0,1.0,1.0,411,6.0,New customers,No purchase
C00661,Customer 661,customer661@example.com,Central,B2C,Email,2023-02-04,Unassigned,14,2723.81,194.55785714285716,2023-10-27,2024-11-21,5,66,2024-06-06,488.0,9.0,1732.2,192.46666666666667,391.0,0.69,1277.8524590163934,4.0,5.0,5.0,455,14.0,Champions,No purchase
C00662,Customer 662,customer662@example.com,South,B2C,Referral,2023-03-06,Unassigned,5,516.86,103.372,2024-06-02,2024-09-23,17,191,2024-12-24,548.0,1.0,53.96,53.96,0.0,1.0,35.448175182481755,2.0,1.0,1.0,211,4.0,Lost / dormant,No purchase
C00663,Customer 663,customer663@example.com,North,B2C,Email,2023-07-06,Unassigned,3,214.83,71.61,2024-10-25,2024-12-01,17,181,2024-11-09,486.0,1.0,88.25,88.25,0.0,1.0,65.37037037037037,4.0,1.0,1.0,411,6.0,New customers,No purchase
C00664,Customer 664,customer664@example.com,East,B2C,Referral,2023-07-14,Unassigned,2,145.41000000000005,72.70500000000001,2024-10-20,2024-11-23,15,171,2024-06-18,486.0,2.0,145.41000000000003,72.70500000000001,34.0,1.76,107.71111111111112,4.0,1.0,2.0,412,7.0,New customers,No purchase
C00665,Customer 665,customer665@example.com,East,B2C,Referral,2023-09-10,Unassigned,1,66.15,66.15,2024-11-15,2024-11-15,15,151,2024-12-09,494.0,1.0,66.15,66.15,0.0,1.0,48.20647773279352,4.0,1.0,1.0,411,6.0,New customers,No purchase
C00666,Customer 666,customer666@example.com,North,B2C,Organic,2022-08-14,Unassigned,9,1829.3,203.2555555555556,2024-04-24,2024-11-02,18,201,2024-12-09,507.0,4.0,986.32,246.58,172.0,0.7,700.3455621301775,3.0,3.0,5.0,335,11.0,Loyal customers,No purchase
C00667,Customer 667,customer667@example.com,Central,B2C,Paid,2023-05-15,Unassigned,2,184.01,92.005,2024-11-27,2024-12-05,4,50,2024-10-07,474.0,2.0,184.01,92.005,8.0,2.0,139.75443037974682,5.0,2.0,2.0,522,9.0,New customers,No purchase
C00668,Customer 668,customer668@example.com,North,B2C,Organic,2022-08-13,Unassigned,10,1384.75,138.475,2024-06-07,2024-10-21,9,87,2024-10-22,519.0,9.0,1232.22,136.91333333333333,136.0,1.99,854.7190751445087,3.0,5.0,5.0,355,13.0,Loyal customers,No purchase
C00669,Customer 669,customer669@example.com,South,B2B,Email,2022-10-07,Unassigned,7,784.01,112.00142857142858,2023-08-30,2024-02-15,16,194,2024-09-21,771.0,5.0,594.63,118.926,77.0,1.95,277.64824902723734,1.0,4.0,4.0,144,9.0,At-risk customers,No purchase
C00670,Customer 670,customer670@example.com,North,B2C,Referral,2023-03-23,Unassigned,4,741.48,185.37,2024-09-30,2024-11-09,14,181,2024-12-30,500.0,2.0,349.33000000000004,174.66500000000002,22.0,2.0,251.51760000000002,4.0,2.0,3.0,423,9.0,New customers,No purchase
C00671,Customer 671,customer671@example.com,East,B2B,Social,2023-05-13,Unassigned,3,356.67,118.89,2024-06-14,2024-06-25,12,121,2024-08-18,639.0,1.0,79.15,79.15,0.0,1.0,44.591549295774655,1.0,1.0,1.0,111,3.0,Lost / dormant,No purchase
C00672,Customer 672,customer672@example.com,North,B2C,Social,2022-01-30,Unassigned,7,1004.78,143.54,2024-08-12,2024-12-10,7,81,2024-11-24,485.0,6.0,880.97,146.82833333333335,104.0,1.73,653.9158762886598,4.0,4.0,5.0,445,13.0,Champions,No purchase
C00673,Customer 673,customer673@example.com,Central,B2C,Referral,2023-02-03,Unassigned,5,641.6,128.32,2024-05-13,2024-09-06,4,42,2024-12-16,564.0,5.0,641.6,128.32,116.0,1.29,409.53191489361706,2.0,4.0,4.0,244,10.0,At-risk customers,No purchase
C00674,Customer 674,customer674@example.com,West,B2C,Organic,2022-12-11,Unassigned,4,463.5,115.875,2024-02-25,2024-04-29,10,123,2024-12-09,694.0,2.0,278.54999999999995,139.27499999999998,24.0,2.0,144.49279538904898,1.0,2.0,3.0,123,6.0,Potential loyalists,No purchase
C00675,Customer 675,customer675@example.com,North,B2C,Paid,2023-11-16,Unassigned,8,1100.29,137.53625,2024-04-10,2024-11-04,18,149,2024-12-26,505.0,6.0,751.0400000000001,125.17333333333335,208.0,0.87,535.3948514851486,3.0,4.0,4.0,344,11.0,Loyal customers,No purchase
C00676,Customer 676,customer676@example.com,Central,B2C,Organic,2023-11-27,Unassigned,14,450.77,32.19785714285714,2023-12-07,2024-12-07,19,222,2024-10-01,472.0,9.0,285.17,31.685555555555556,239.0,1.13,217.50254237288138,5.0,5.0,3.0,553,13.0,Loyal customers,No purchase
C00677,Customer 677,customer677@example.com,Central,B2B,Referral,2023-02-19,Unassigned,3,242.9,80.96666666666667,2024-11-10,2024-12-03,8,54,2024-06-25,499.0,1.0,112.73,112.73,0.0,1.0,81.32825651302605,4.0,1.0,1.0,411,6.0,New customers,No purchase
C00678,Customer 678,customer678@example.com,East,B2C,Referral,2022-06-19,Unassigned,1,102.48,102.48,2024-12-08,2024-12-08,3,48,2024-08-16,471.0,1.0,102.48,102.48,0.0,1.0,78.32866242038217,5.0,1.0,1.0,511,7.0,New customers,No purchase
C00679,Customer 679,customer679@example.com,Central,B2B,Paid,2023-04-24,Unassigned,8,957.59,119.69875,2024-04-21,2024-11-25,9,106,2024-09-27,485.0,4.0,421.43,105.3575,217.0,0.55,312.8140206185567,4.0,3.0,4.0,434,11.0,Loyal customers,No purchase
C00680,Customer 680,customer680@example.com,Central,B2C,Email,2022-05-11,Unassigned,5,470.7,94.14,2024-06-20,2024-10-22,18,217,2024-09-26,518.0,3.0,272.76,90.92,40.0,2.25,189.56293436293433,3.0,2.0,3.0,323,8.0,Potential loyalists,No purchase
C00681,Customer 681,customer681@example.com,Central,B2C,Email,2023-09-30,Unassigned,1,65.32,65.32,2024-12-04,2024-12-04,17,224,2024-11-18,,,,,,,,,,,,,,No purchase
C00682,Customer 682,customer682@example.com,Central,B2C,Paid,2023-07-01,Unassigned,5,501.28,100.256,2024-10-13,2024-11-25,3,32,2023-03-12,484.0,3.0,300.46000000000004,100.15333333333335,33.0,2.73,223.4826446280992,4.0,2.0,3.0,423,9.0,New customers,No purchase
C00683,Customer 683,customer683@example.com,South,B2C,Email,2022-01-28,Unassigned,7,665.81,95.11571428571428,2024-03-30,2024-08-20,4,49,2024-08-11,581.0,6.0,599.93,99.98833333333333,100.0,1.8,371.7294320137693,1.0,4.0,4.0,144,9.0,At-risk customers,No purchase
C00684,Customer 684,customer684@example.com,South,B2C,Social,2023-02-08,Unassigned,5,523.16,104.632,2024-06-26,2024-09-04,3,26,2023-11-18,566.0,3.0,277.67,92.55666666666667,39.0,2.31,176.60989399293288,2.0,2.0,3.0,223,7.0,Potential loyalists,No purchase
C00685,Customer 685,customer685@example.com,East,B2C,Email,2023-08-30,Unassigned,7,716.8299999999999,102.4042857142857,2024-09-09,2024-12-25,25,256,2024-12-19,454.0,5.0,497.75,99.55,107.0,1.4,394.6916299559472,5.0,4.0,4.0,544,13.0,Champions,No purchase
C00686,Customer 686,customer686@example.com,North,B2C,Email,2023-08-01,Unassigned,9,1135.8,126.2,2024-06-28,2024-12-07,13,106,2024-12-18,472.0,6.0,783.5,130.58333333333334,143.0,1.26,597.5847457627119,5.0,4.0,5.0,545,14.0,Champions,No purchase
C00687,Customer 687,customer687@example.com,Central,B2C,Email,2023-11-10,Unassigned,11,2111.11,191.91909090909093,2024-05-02,2024-12-09,5,72,2024-11-28,470.0,8.0,1524.52,190.565,221.0,1.09,1167.7174468085107,5.0,5.0,5.0,555,15.0,Champions,No purchase
C00688,Customer 688,customer688@example.com,North,B2C,Social,2022-01-28,Unassigned,9,1086.94,120.77111111111113,2024-03-18,2024-10-20,14,111,2024-11-29,538.0,6.0,741.24,123.54,198.0,0.91,495.9970260223048,2.0,4.0,4.0,244,10.0,At-risk customers,No purchase
C00689,Customer 689,customer689@example.com,Unknown,B2B,Email,2022-03-27,Unassigned,5,448.21,89.64200000000001,2024-05-11,2024-08-29,12,120,2024-12-02,572.0,4.0,346.89000000000004,86.72250000000001,34.0,3.53,218.32237762237764,2.0,3.0,3.0,233,8.0,At-risk customers,No purchase
C00690,Customer 690,customer690@example.com,East,B2C,Social,2023-10-21,Unassigned,10,437.85,43.785,2024-03-31,2024-11-05,21,198,2024-12-05,504.0,9.0,385.85,42.87222222222223,219.0,1.23,275.60714285714283,3.0,5.0,3.0,353,11.0,Loyal customers,No purchase
C00691,Customer 691,customer691@example.com,Central,B2B,Paid,2023-03-15,Unassigned,6,478.9,79.81666666666668,2024-07-13,2024-10-11,4,40,2023-03-19,529.0,4.0,335.48,83.87,90.0,1.33,228.30396975425333,2.0,3.0,3.0,233,8.0,At-risk customers,No purchase
C00692,Customer 692,customer692@example.com,Central,B2B,Organic,2022-05-19,Unassigned,4,255.1,63.775000000000006,2023-11-11,2023-12-05,3,42,2023-06-28,840.0,3.0,166.3,55.43333333333334,24.0,3.0,71.27142857142857,1.0,2.0,2.0,122,5.0,Lost / dormant,No purchase
C00693,Customer 693,customer693@example.com,West,B2B,Paid,2023-04-18,Unassigned,2,164.59,82.295,2024-11-07,2024-11-10,17,182,2024-12-24,499.0,2.0,164.59,82.295,3.0,2.0,118.74228456913826,4.0,2.0,2.0,422,8.0,New customers,No purchase
C00694,Customer 694,customer694@example.com,Unknown,B2C,Organic,2022-07-06,Unassigned,3,193.46,64.48666666666666,2023-07-26,2023-08-26,12,125,2024-05-11,941.0,3.0,193.45999999999998,64.48666666666666,31.0,2.9,74.01232731137087,1.0,2.0,2.0,122,5.0,Lost / dormant,No purchase
C00695,Customer 695,customer695@example.com,North,B2C,Paid,2022-02-21,Unassigned,7,694.5,99.21428571428572,2024-01-25,2024-06-24,21,210,2024-12-01,638.0,7.0,694.5,99.21428571428571,151.0,1.39,391.8808777429467,1.0,5.0,4.0,154,10.0,At-risk customers,No purchase
C00696,Customer 696,customer696@example.com,South,B2B,Organic,2022-09-24,Unassigned,4,451.75,112.9375,2024-03-12,2024-05-12,10,100,2024-12-10,681.0,1.0,55.54,55.54,0.0,1.0,29.36035242290749,1.0,1.0,1.0,111,3.0,Lost / dormant,No purchase
C00697,Customer 697,customer697@example.com,West,B2C,Organic,2023-01-24,Unassigned,13,2403.38,184.87538461538463,2024-01-17,2024-12-19,16,217,2024-10-18,460.0,11.0,2154.61,195.87363636363636,337.0,0.98,1686.2165217391303,5.0,5.0,5.0,555,15.0,Champions,No purchase
C00698,Customer 698,customer698@example.com,South,B2C,Referral,2022-12-02,Unassigned,4,499.67,124.9175,2024-08-23,2024-10-28,16,159,2024-12-30,512.0,4.0,499.67,124.9175,66.0,1.82,351.33046875,3.0,3.0,4.0,334,10.0,Loyal customers,No purchase
C00699,Customer 699,customer699@example.com,South,B2C,Organic,2022-08-05,Unassigned,15,2711.68,180.77866666666665,2024-02-01,2024-12-05,11,113,2024-09-11,474.0,9.0,1516.12,168.45777777777778,255.0,1.06,1151.4835443037973,5.0,5.0,5.0,555,15.0,Champions,No purchase
C00700,Customer 700,customer700@example.com,South,B2C,Organic,2023-04-11,Unassigned,6,663.85,110.64166666666668,2024-01-03,2024-04-11,13,169,2024-12-22,712.0,5.0,526.78,105.356,99.0,1.52,266.3494382022472,1.0,4.0,4.0,144,9.0,At-risk customers,No purchase
C00701,Customer 701,customer701@example.com,East,B2C,Referral,2022-12-01,Unassigned,5,592.78,118.556,2024-08-29,2024-12-21,7,92,2024-11-27,496.0,2.0,234.88,117.44,28.0,2.0,170.4774193548387,4.0,2.0,3.0,423,9.0,New customers,No purchase
C00702,Customer 702,customer702@example.com,East,B2C,Email,2022-12-12,Unassigned,8,309.94,38.7425,2024-06-10,2024-11-16,15,190,2024-10-12,510.0,5.0,178.53,35.706,142.0,1.06,126.02117647058823,3.0,4.0,2.0,342,9.0,Frequent low-spenders,No purchase
C00703,Customer 703,customer703@example.com,South,B2B,Email,2023-01-24,Unassigned,6,846.4,141.06666666666666,2024-07-19,2024-10-09,8,80,2024-10-13,531.0,6.0,846.4,141.06666666666666,82.0,2.2,573.8305084745763,2.0,4.0,5.0,245,11.0,At-risk customers,No purchase
C00704,Customer 704,customer704@example.com,West,B2C,Referral,2022-10-12,Unassigned,14,512.91,36.63642857142857,2024-01-07,2024-12-03,10,102,2024-09-11,494.0,8.0,268.68,33.585,293.0,0.82,195.7991902834008,4.0,5.0,3.0,453,12.0,Loyal customers,No purchase
C00705,Customer 705,customer705@example.com,North,B2B,Social,2023-03-08,Unassigned,15,2767.55,184.50333333333336,2023-12-23,2024-11-12,12,131,2024-11-29,534.0,12.0,2178.5,181.54166666666666,288.0,1.25,1468.6516853932583,2.0,5.0,5.0,255,12.0,At-risk customers,No purchase
C00706,Customer 706,customer706@example.com,West,B2C,Organic,2022-09-16,Unassigned,10,1276.46,127.646,2024-04-06,2024-11-18,1,20,2022-10-24,500.0,8.0,946.3199999999999,118.28999999999999,217.0,1.11,681.3503999999999,4.0,5.0,5.0,455,14.0,Champions,No purchase
C00707,Customer 707,customer707@example.com,Central,B2C,Organic,2022-03-25,Unassigned,6,839.6700000000001,139.94500000000002,2024-08-29,2024-12-02,16,136,2024-12-01,477.0,4.0,644.22,161.055,25.0,4.0,486.2037735849057,5.0,3.0,4.0,534,12.0,Loyal customers,No purchase
C00708,Customer 708,customer708@example.com,East,B2C,Referral,2023-04-27,Unassigned,3,290.5,96.83333333333331,2024-10-18,2024-12-10,22,228,2024-12-16,469.0,3.0,290.5,96.83333333333333,53.0,1.7,222.98507462686567,5.0,2.0,3.0,523,10.0,New customers,No purchase
C00709,Customer 709,customer709@example.com,North,B2C,Referral,2022-01-20,Unassigned,7,986.21,140.88714285714286,2024-07-13,2024-11-10,21,247,2024-11-03,531.0,4.0,651.8100000000001,162.95250000000001,88.0,1.36,441.90508474576274,2.0,3.0,4.0,234,9.0,At-risk customers,No purchase
C00710,Customer 710,customer710@example.com,North,B2B,Social,2023-07-07,Unassigned,8,1029.95,128.74375,2024-04-17,2024-09-28,16,182,2024-10-29,542.0,5.0,589.94,117.98800000000001,150.0,1.0,391.84206642066425,2.0,4.0,4.0,244,10.0,At-risk customers,No purchase
C00711,Customer 711,customer711@example.com,Central,B2C,Email,2022-02-23,Unassigned,11,2476.07,225.09727272727275,2024-04-21,2024-11-21,20,191,2024-12-02,488.0,9.0,1965.66,218.40666666666667,214.0,1.26,1450.0770491803278,4.0,5.0,5.0,455,14.0,Champions,No purchase
