customer_id,name,email,region,customer_type,lead_source,signup_date
C00711,Customer 711,customer711@example.com,Central,B2C,Email,2022-02-23
C00712,Customer 712,customer712@example.com,Central,B2C,Paid,2022-12-25
C00713,Customer 713,customer713@example.com,South,B2C,Email,2022-08-18
C00714,Customer 714,customer714@example.com,East,B2C,Organic,2023-10-28
C00715,Customer 715,customer715@example.com,East,B2C,Referral,2022-03-12
C00716,Customer 716,customer716@example.com,West,B2C,Social,2023-10-30
C00717,Customer 717,customer717@example.com,South,B2C,Email,2022-02-11
C00718,Customer 718,customer718@example.com,South,B2B,Social,2022-02-01
C00719,Customer 719,customer719@example.com,South,B2C,Email,2022-09-11
C00720,Customer 720,customer720@example.com,South,B2C,Organic,2022-07-24
C00721,Customer 721,customer721@example.com,East,B2C,Paid,2022-01-21
C00722,Customer 722,customer722@example.com,East,B2B,Social,2023-09-29
C00723,Customer 723,customer723@example.com,South,B2C,Social,2022-06-06
C00724,Customer 724,customer724@example.com,West,B2C,Paid,2022-09-02
C00725,Customer 725,customer725@example.com,North,B2C,Social,2022-05-10
C00726,Customer 726,customer726@example.com,North,B2B,Social,2023-04-30
C00727,Customer 727,customer727@example.com,West,B2C,Email,2023-11-17
C00728,Customer 728,customer728@example.com,South,B2B,Email,2022-04-28
C00729,Customer 729,customer729@example.com,East,B2C,Paid,2023-08-01
C00730,Customer 730,customer730@example.com,North,B2C,Organic,2022-08-12
C00731,Customer 731,customer731@example.com,Central,B2B,Social,2023-04-22
C00732,Customer 732,customer732@example.com,Central,B2C,Organic,2022-09-20
C00733,Customer 733,customer733@example.com,West,B2B,Paid,2023-01-13
C00734,Customer 734,customer734@example.com,South,B2B,Paid,2022-06-21
C00735,Customer 735,customer735@example.com,North,B2B,Email,2023-09-13
C00736,Customer 736,customer736@example.com,South,B2C,Social,2023-09-14
C00737,Customer 737,customer737@example.com,North,B2B,Referral,2022-04-28
C00738,Customer 738,customer738@example.com,West,B2C,Paid,2022-06-17
C00739,Customer 739,customer739@example.com,West,B2B,Social,2022-11-15
C00740,Customer 740,customer740@example.com,Central,B2C,Organic,2022-04-21
C00741,Customer 741,customer741@example.com,South,B2B,Email,2023-08-16
C00742,Customer 742,customer742@example.com,Central,B2C,Organic,2022-01-27
C00743,Customer 743,customer743@example.com,South,B2C,Paid,2022-11-16
C00744,Customer 744,customer744@example.com,Central,B2C,Paid,2023-08-13
C00745,Customer 745,customer745@example.com,East,B2B,Organic,2023-11-25
C00746,Customer 746,customer746@example.com,East,B2C,Paid,2023-01-20
C00747,Customer 747,customer747@example.com,East,B2C,Social,2023-02-11
C00748,Customer 748,customer748@example.com,East,B2B,Paid,2022-07-23
C00749,Customer 749,customer749@example.com,North,B2C,Email,2022-03-19
C00750,Customer 750,customer750@example.com,East,B2C,Social,2023-08-30
C00751,Customer 751,customer751@example.com,West,B2C,Referral,2023-10-05
C00752,Customer 752,customer752@example.com,West,B2C,Paid,2022-09-06
C00753,Customer 753,customer753@example.com,North,B2C,Paid,2022-04-15
C00754,Customer 754,customer754@example.com,East,B2C,Email,2022-11-05
C00755,Customer 755,customer755@example.com,East,B2C,Email,2023-12-02
C00756,Customer 756,customer756@example.com,East,B2C,Organic,2023-09-07
C00757,Customer 757,customer757@example.com,Central,B2C,Organic,2022-05-04
C00758,Customer 758,customer758@example.com,South,B2C,Organic,2023-08-03
C00759,Customer 759,customer759@example.com,Central,B2C,Email,2022-02-12
C00760,Customer 760,customer760@example.com,South,B2B,Organic,2022-12-22
C00761,Customer 761,customer761@example.com,East,B2C,Organic,2023-06-30
C00762,Customer 762,customer762@example.com,East,B2C,Referral,2023-03-15
C00763,Customer 763,customer763@example.com,Central,B2B,Organic,2023-11-09
C00764,Customer 764,customer764@example.com,Central,B2B,Paid,2023-01-15
C00765,Customer 765,customer765@example.com,South,B2C,Email,2022-03-12
C00766,Customer 766,customer766@example.com,West,B2C,Social,2023-06-03
C00767,Customer 767,customer767@example.com,South,B2B,Referral,2023-10-26
C00768,Customer 768,customer768@example.com,Central,B2C,Email,2022-12-16
C00769,Customer 769,customer769@example.com,Central,B2B,Email,2022-01-13
C00770,Customer 770,customer770@example.com,North,B2C,Paid,2023-03-07
C00771,Customer 771,customer771@example.com,Central,B2B,Organic,2023-05-17
C00772,Customer 772,customer772@example.com,North,B2C,Paid,2022-04-19
C00773,Customer 773,customer773@example.com,West,B2C,Organic,2023-03-20
C00774,Customer 774,customer774@example.com,South,B2C,Organic,2023-01-06
C00775,Customer 775,customer775@example.com,South,B2C,Email,2023-10-13
C00776,Customer 776,customer776@example.com,North,B2C,Organic,2023-04-16
C00777,Customer 777,customer777@example.com,South,B2B,Referral,2022-06-06
C00778,Customer 778,customer778@example.com,Central,B2B,Referral,2023-03-22
C00779,Customer 779,customer779@example.com,East,B2C,Referral,2022-06-30
C00780,Customer 780,customer780@example.com,North,B2B,Email,2023-06-19
C00781,Customer 781,customer781@example.com,South,B2B,Paid,2023-10-29
C00782,Customer 782,customer782@example.com,North,B2C,Social,2022-10-04
C00783,Customer 783,customer783@example.com,North,B2C,Organic,2023-09-23
C00784,Customer 784,customer784@example.com,East,B2C,Social,2023-07-06
C00785,Customer 785,customer785@example.com,Central,B2C,Paid,2023-05-11
C00786,Customer 786,customer786@example.com,North,B2C,Paid,2023-04-22
C00787,Customer 787,customer787@example.com,South,B2B,Email,2023-03-23
C00788,Customer 788,customer788@example.com,West,B2C,Referral,2023-08-30
C00789,Customer 789,customer789@example.com,North,B2B,Referral,2022-10-02
C00790,Customer 790,customer790@example.com,North,B2C,Paid,2022-11-27
C00791,Customer 791,customer791@example.com,East,B2C,Email,2022-09-09
C00792,Customer 792,customer792@example.com,Central,B2B,Email,2022-03-30
C00793,Customer 793,customer793@example.com,West,B2B,Organic,2022-10-13
C00794,Customer 794,customer794@example.com,South,B2C,Referral,2023-04-07
C00795,Customer 795,customer795@example.com,,B2C,Paid,2022-09-07
C00796,Customer 796,customer796@example.com,South,B2C,Social,2023-04-21
C00797,Customer 797,customer797@example.com,Central,B2C,Referral,2023-08-07
C00798,Customer 798,customer798@example.com,,B2C,Organic,2023-09-17
C00799,Customer 799,customer799@example.com,East,B2C,Email,2023-11-16
C00800,Customer 800,customer800@example.com,East,B2C,Paid,2023-01-24
C00801,Customer 801,customer801@example.com,East,B2C,Referral,2022-12-11
C00802,Customer 802,customer802@example.com,East,B2C,Social,2022-01-30
C00803,Customer 803,customer803@example.com,West,B2C,Organic,2023-05-22
C00804,Customer 804,customer804@example.com,Central,B2C,Organic,2022-11-29
C00805,Customer 805,customer805@example.com,South,B2C,Referral,2022-07-06
C00806,Customer 806,customer806@example.com,South,B2B,Social,2023-05-15
C00807,Customer 807,customer807@example.com,East,B2C,Organic,2022-08-06
C00808,Customer 808,customer808@example.com,,B2B,Paid,2022-12-30
C00809,Customer 809,customer809@example.com,North,B2C,Organic,2022-09-22
C00810,Customer 810,customer810@example.com,Central,B2C,Social,2022-12-15
C00811,Customer 811,customer811@example.com,West,B2C,Email,2022-10-14
C00812,Customer 812,customer812@example.com,South,B2C,Email,2023-09-03
C00813,Customer 813,customer813@example.com,North,B2C,Referral,2022-10-10
C00814,Customer 814,customer814@example.com,North,B2B,Social,2023-07-24
C00815,Customer 815,customer815@example.com,South,B2C,Organic,2022-01-11
C00816,Customer 816,customer816@example.com,West,B2C,Organic,2023-06-14
C00817,Customer 817,customer817@example.com,North,B2C,Email,2022-07-15
C00818,Customer 818,customer818@example.com,North,B2C,Email,2022-03-29
C00819,Customer 819,customer819@example.com,Central,B2C,Paid,2022-09-05
C00820,Customer 820,customer820@example.com,West,B2C,Email,2023-02-21
C00821,Customer 821,customer821@example.com,North,B2C,Paid,2023-05-16
C00822,Customer 822,customer822@example.com,West,B2C,Organic,2023-07-23
C00823,Customer 823,customer823@example.com,South,B2C,Paid,2022-09-04
C00824,Customer 824,customer824@example.com,East,B2C,Paid,2023-05-03
C00825,Customer 825,customer825@example.com,North,B2C,Referral,2023-10-24
C00826,Customer 826,customer826@example.com,Central,B2C,Email,2023-05-18
C00827,Customer 827,customer827@example.com,South,B2B,Paid,2023-04-04
C00828,Customer 828,customer828@example.com,West,B2C,Organic,2022-01-18
C00829,Customer 829,customer829@example.com,South,B2B,Social,2022-04-06
C00830,Customer 830,customer830@example.com,North,B2B,Paid,2022-10-29
C00831,Customer 831,customer831@example.com,West,B2C,Email,2022-08-15
C00832,Customer 832,customer832@example.com,East,B2C,Referral,2023-02-19
C00833,Customer 833,customer833@example.com,South,B2B,Organic,2022-09-07
C00834,Customer 834,customer834@example.com,North,B2C,Referral,2022-11-10
C00835,Customer 835,customer835@example.com,Central,B2C,Social,2023-11-11
C00836,Customer 836,customer836@example.com,West,B2C,Paid,2023-08-19
C00837,Customer 837,customer837@example.com,South,B2C,Paid,2023-01-13
C00838,Customer 838,customer838@example.com,South,B2C,Email,2023-04-30
C00839,Customer 839,customer839@example.com,East,B2B,Paid,2023-07-21
C00840,Customer 840,customer840@example.com,East,B2C,Organic,2023-06-28
C00841,Customer 841,customer841@example.com,Central,B2C,Social,2022-12-19
C00842,Customer 842,customer842@example.com,Central,B2B,Referral,2023-03-12
C00843,Customer 843,customer843@example.com,,B2C,Social,2023-07-18
C00844,Customer 844,customer844@example.com,North,B2B,Paid,2022-12-05
C00845,Customer 845,customer845@example.com,Central,B2C,Referral,2022-12-27
C00846,Customer 846,customer846@example.com,Central,B2C,Email,2023-04-10
C00847,Customer 847,customer847@example.com,West,B2B,Social,2022-10-05
C00848,Customer 848,customer848@example.com,East,B2C,Referral,2022-11-10
C00849,Customer 849,customer849@example.com,North,B2B,Referral,2022-09-15
C00850,Customer 850,customer850@example.com,East,B2B,Referral,2022-08-25
C00851,Customer 851,customer851@example.com,East,B2B,Organic,2022-05-04
C00852,Customer 852,customer852@example.com,Central,B2C,Social,2022-07-17
C00853,Customer 853,customer853@example.com,West,B2B,Referral,2022-11-20
C00854,Customer 854,customer854@example.com,South,B2C,Social,2022-05-03
C00855,Customer 855,customer855@example.com,West,B2C,Referral,2023-07-03
C00856,Customer 856,customer856@example.com,West,B2B,Email,2022-07-09
C00857,Customer 857,customer857@example.com,East,B2C,Email,2022-07-16
C00858,Customer 858,customer858@example.com,West,B2C,Email,2022-08-10
C00859,Customer 859,customer859@example.com,North,B2B,Paid,2023-05-11
C00860,Customer 860,customer860@example.com,East,B2C,Referral,2022-10-11
C00861,Customer 861,customer861@example.com,North,B2C,Paid,2023-08-27
C00862,Customer 862,customer862@example.com,South,B2B,Social,2023-06-22
C00863,Customer 863,customer863@example.com,East,B2C,Paid,2023-09-04
C00864,Customer 864,customer864@example.com,South,B2B,Social,2022-10-17
C00865,Customer 865,customer865@example.com,East,B2C,Social,2022-04-13
C00866,Customer 866,customer866@example.com,Central,B2C,Social,2022-07-18
C00867,Customer 867,customer867@example.com,West,B2C,Paid,2022-10-31
C00868,Customer 868,customer868@example.com,Central,B2C,Referral,2022-08-21
C00869,Customer 869,customer869@example.com,South,B2C,Paid,2023-01-05
C00870,Customer 870,customer870@example.com,West,B2B,Referral,2022-07-03
C00871,Customer 871,customer871@example.com,East,B2C,Referral,2022-11-06
C00872,Customer 872,customer872@example.com,West,B2C,Social,2022-01-15
C00873,Customer 873,customer873@example.com,North,B2C,Paid,2023-07-01
C00874,Customer 874,customer874@example.com,West,B2C,Referral,2022-05-10
C00875,Customer 875,customer875@example.com,North,B2C,Email,2022-10-08
C00876,Customer 876,customer876@example.com,West,B2C,Referral,2022-02-16
C00877,Customer 877,customer877@example.com,North,B2C,Email,2022-02-25
C00878,Customer 878,customer878@example.com,South,B2C,Paid,2023-07-21
C00879,Customer 879,customer879@example.com,Central,B2C,Paid,2022-10-27
C00880,Customer 880,customer880@example.com,East,B2C,Paid,2022-05-10
C00881,Customer 881,customer881@example.com,West,B2C,Referral,2023-10-16
C00882,Customer 882,customer882@example.com,Central,B2C,Organic,2023-05-18
C00883,Customer 883,customer883@example.com,East,B2B,Referral,2022-04-16
C00884,Customer 884,customer884@example.com,East,B2C,Referral,2022-01-13
C00885,Customer 885,customer885@example.com,North,B2B,Social,2023-08-11
C00886,Customer 886,customer886@example.com,,B2C,Social,2022-10-19
C00887,Customer 887,customer887@example.com,South,B2C,Referral,2023-04-26
C00888,Customer 888,customer888@example.com,Central,B2B,Email,2023-05-06
C00889,Customer 889,customer889@example.com,South,B2C,Social,2023-03-28
C00890,Customer 890,customer890@example.com,West,B2B,Referral,2022-12-15
C00891,Customer 891,customer891@example.com,South,B2C,Organic,2022-07-08
C00892,Customer 892,customer892@example.com,Central,B2C,Email,2022-02-22
C00893,Customer 893,customer893@example.com,South,B2C,Paid,2022-09-16
C00894,Customer 894,customer894@example.com,West,B2C,Referral,2023-05-05
C00895,Customer 895,customer895@example.com,North,B2C,Referral,2022-04-27
C00896,Customer 896,customer896@example.com,Central,B2C,Email,2022-03-08
C00897,Customer 897,customer897@example.com,North,B2C,Social,2023-02-15
C00898,Customer 898,customer898@example.com,North,B2C,Social,2023-05-19
C00899,Customer 899,customer899@example.com,North,B2C,Social,2022-03-17
C00900,Customer 900,customer900@example.com,,B2C,Paid,2023-08-14
C00901,Customer 901,customer901@example.com,East,B2B,Email,2023-10-07
C00902,Customer 902,customer902@example.com,North,B2C,Email,2022-02-24
C00903,Customer 903,customer903@example.com,Central,B2B,Social,2022-06-05
C00904,Customer 904,customer904@example.com,West,B2B,Social,2022-06-02
C00905,Customer 905,customer905@example.com,West,B2C,Organic,2023-07-31
C00906,Customer 906,customer906@example.com,South,B2C,Organic,2022-11-08
C00907,Customer 907,customer907@example.com,Central,B2C,Referral,2022-03-29
C00908,Customer 908,customer908@example.com,East,B2C,Referral,2022-09-12
C00909,Customer 909,customer909@example.com,North,B2C,Email,2022-05-02
C00910,Customer 910,customer910@example.com,South,B2C,Email,2023-07-26
C00911,Customer 911,customer911@example.com,West,B2C,Paid,2023-03-03
C00912,Customer 912,customer912@example.com,East,B2C,Paid,2023-09-13
C00913,Customer 913,customer913@example.com,East,B2C,Organic,2023-09-03
C00914,Customer 914,customer914@example.com,North,B2C,Referral,2023-09-26
C00915,Customer 915,customer915@example.com,West,B2C,Organic,2022-08-20
C00916,Customer 916,customer916@example.com,Central,B2B,Organic,2023-06-20
C00917,Customer 917,customer917@example.com,East,B2C,Referral,2023-01-25
C00918,Customer 918,customer918@example.com,North,B2C,Paid,2023-04-07
C00919,Customer 919,customer919@example.com,Central,B2C,Referral,2023-03-30
C00920,Customer 920,customer920@example.com,West,B2C,Social,2022-11-01
C00921,Customer 921,customer921@example.com,East,B2C,Social,2023-08-26
C00922,Customer 922,customer922@example.com,Central,B2C,Social,2023-03-16
C00923,Customer 923,customer923@example.com,Central,B2C,Email,2022-11-09
C00924,Customer 924,customer924@example.com,Central,B2C,Paid,2023-08-06
C00925,Customer 925,customer925@example.com,East,B2C,Paid,2023-09-28
C00926,Customer 926,customer926@example.com,East,B2C,Email,2022-03-03
C00927,Customer 927,customer927@example.com,South,B2C,Organic,2023-09-17
C00928,Customer 928,customer928@example.com,West,B2B,Social,2022-04-12
C00929,Customer 929,customer929@example.com,North,B2B,Social,2022-08-01
C00930,Customer 930,customer930@example.com,Central,B2C,Organic,2023-10-03
C00931,Customer 931,customer931@example.com,South,B2B,Referral,2022-08-05
C00932,Customer 932,customer932@example.com,North,B2C,Referral,2022-09-28
C00933,Customer 933,customer933@example.com,South,B2C,Paid,2023-11-08
C00934,Customer 934,customer934@example.com,East,B2C,Email,2022-03-25
C00935,Customer 935,customer935@example.com,Central,B2C,Paid,2022-06-10
C00936,Customer 936,customer936@example.com,North,B2C,Referral,2022-09-03
C00937,Customer 937,customer937@example.com,North,B2C,Organic,2022-06-27
C00938,Customer 938,customer938@example.com,North,B2C,Paid,2023-07-20
C00939,Customer 939,customer939@example.com,North,B2B,Social,2022-03-18
C00940,Customer 940,customer940@example.com,North,B2B,Social,2022-06-10
C00941,Customer 941,customer941@example.com,South,B2C,Organic,2022-01-03
C00942,Customer 942,customer942@example.com,Central,B2C,Referral,2023-02-23
C00943,Customer 943,customer943@example.com,East,B2C,Social,2023-04-07
C00944,Customer 944,customer944@example.com,East,B2C,Social,2023-09-01
C00945,Customer 945,customer945@example.com,East,B2C,Email,2023-04-27
C00946,Customer 946,customer946@example.com,East,B2C,Paid,2022-10-26
C00947,Customer 947,customer947@example.com,South,B2C,Referral,2022-02-03
C00948,Customer 948,customer948@example.com,West,B2B,Paid,2022-08-26
C00949,Customer 949,customer949@example.com,Central,B2C,Referral,2022-10-23
C00950,Customer 950,customer950@example.com,North,B2C,Social,2022-10-17
C00951,Customer 951,customer951@example.com,West,B2C,Email,2023-04-10
C00952,Customer 952,customer952@example.com,East,B2C,Paid,2022-03-14
C00953,Customer 953,customer953@example.com,West,B2C,Social,2022-08-28
C00954,Customer 954,customer954@example.com,Central,B2C,Referral,2022-09-28
C00955,Customer 955,customer955@example.com,North,B2C,Paid,2023-10-03
C00956,Customer 956,customer956@example.com,North,B2B,Paid,2023-08-27
C00957,Customer 957,customer957@example.com,Central,B2C,Social,2023-11-09
C00958,Customer 958,customer958@example.com,Central,B2C,Paid,2022-07-22
C00959,Customer 959,customer959@example.com,East,B2C,Email,2023-03-12
C00960,Customer 960,customer960@example.com,North,B2B,Email,2022-04-28
C00961,Customer 961,customer961@example.com,West,B2C,Social,2023-07-12
C00962,Customer 962,customer962@example.com,South,B2B,Referral,2022-08-19
C00963,Customer 963,customer963@example.com,South,B2B,Social,2023-10-26
C00964,Customer 964,customer964@example.com,Central,B2C,Email,2022-06-02
C00965,Customer 965,customer965@example.com,East,B2B,Organic,2022-09-30
C00966,Customer 966,customer966@example.com,South,B2B,Organic,2022-05-26
C00967,Customer 967,customer967@example.com,North,B2B,Paid,2022-03-15
C00968,Customer 968,customer968@example.com,Central,B2C,Paid,2022-03-03
C00969,Customer 969,customer969@example.com,West,B2C,Organic,2022-06-19
C00970,Customer 970,customer970@example.com,Central,B2C,Email,2022-11-11
C00971,Customer 971,customer971@example.com,,B2C,Paid,2023-09-02
C00972,Customer 972,customer972@example.com,Central,B2C,Social,2023-08-06
C00973,Customer 973,customer973@example.com,Central,B2C,Social,2022-10-23
C00974,Customer 974,customer974@example.com,Central,B2B,Email,2023-03-26
C00975,Customer 975,customer975@example.com,West,B2B,Paid,2022-05-08
C00976,Customer 976,customer976@example.com,West,B2C,Social,2023-04-25
C00977,Customer 977,customer977@example.com,Central,B2B,Paid,2022-11-08
C00978,Customer 978,customer978@example.com,South,B2B,Paid,2023-02-17
C00979,Customer 979,customer979@example.com,East,B2C,Social,2022-10-06
C00980,Customer 980,customer980@example.com,East,B2C,Organic,2023-05-28
C00981,Customer 981,customer981@example.com,East,B2C,Social,2023-07-07
C00982,Customer 982,customer982@example.com,West,B2C,Email,2023-05-21
C00983,Customer 983,customer983@example.com,,B2C,Referral,2023-03-25
C00984,Customer 984,customer984@example.com,South,B2C,Social,2022-03-24
C00985,Customer 985,customer985@example.com,East,B2C,Paid,2023-09-05
C00986,Customer 986,customer986@example.com,East,B2C,Paid,2022-02-10
C00987,Customer 987,customer987@example.com,Central,B2B,Social,2023-03-19
C00988,Customer 988,customer988@example.com,West,B2C,Referral,2022-11-27
C00989,Customer 989,customer989@example.com,East,B2B,Social,2023-09-11
C00990,Customer 990,customer990@example.com,South,B2B,Referral,2022-09-14
C00991,Customer 991,customer991@example.com,South,B2B,Referral,2022-01-27
C00992,Customer 992,customer992@example.com,East,B2B,Email,2022-04-04
C00993,Customer 993,customer993@example.com,West,B2B,Paid,2022-08-23
C00994,Customer 994,customer994@example.com,South,B2C,Paid,2023-11-22
C00995,Customer 995,customer995@example.com,Central,B2C,Referral,2023-08-13
C00996,Customer 996,customer996@example.com,South,B2C,Paid,2023-08-25
C00997,Customer 997,customer997@example.com,North,B2C,Organic,2022-01-22
C00998,Customer 998,customer998@example.com,North,B2C,Referral,2023-11-20
C00999,Customer 999,customer999@example.com,West,B2C,Paid,2022-10-03
C01000,Customer 1000,customer1000@example.com,East,B2B,Organic,2023-08-14
C01001,Customer 1001,customer1001@example.com,West,B2B,Email,2022-02-11
C01002,Customer 1002,customer1002@example.com,West,B2B,Paid,2022-06-29
C01003,Customer 1003,customer1003@example.com,West,B2C,Organic,2023-04-27
C01004,Customer 1004,customer1004@example.com,West,B2C,Social,2023-06-16
C01005,Customer 1005,customer1005@example.com,Central,B2C,Social,2023-10-30
C01006,Customer 1006,customer1006@example.com,Central,B2C,Organic,2023-03-29
C01007,Customer 1007,customer1007@example.com,South,B2C,Referral,2022-10-12
C01008,Customer 1008,customer1008@example.com,North,B2C,Referral,2022-07-05
C01009,Customer 1009,customer1009@example.com,West,B2B,Paid,2023-08-23
C01010,Customer 1010,customer1010@example.com,South,B2C,Social,2023-03-23
C01011,Customer 1011,customer1011@example.com,North,B2C,Referral,2023-10-13
C01012,Customer 1012,customer1012@example.com,East,B2C,Referral,2023-05-19
C01013,Customer 1013,customer1013@example.com,Central,B2C,Social,2022-04-04
C01014,Customer 1014,customer1014@example.com,North,B2C,Email,2023-04-27
C01015,Customer 1015,customer1015@example.com,East,B2B,Referral,2022-12-23
C01016,Customer 1016,customer1016@example.com,North,B2C,Organic,2023-02-23
C01017,Customer 1017,customer1017@example.com,Central,B2C,Paid,2022-12-08
C01018,Customer 1018,customer1018@example.com,Central,B2C,Referral,2022-11-25
C01019,Customer 1019,customer1019@example.com,South,B2C,Referral,2023-11-18
C01020,Customer 1020,customer1020@example.com,West,B2C,Email,2022-04-18
C01021,Customer 1021,customer1021@example.com,North,B2C,Organic,2022-06-14
C01022,Customer 1022,customer1022@example.com,North,B2C,Paid,2022-12-04
C01023,Customer 1023,customer1023@example.com,East,B2C,Referral,2023-02-26
C01024,Customer 1024,customer1024@example.com,Central,B2C,Paid,2023-05-23
C01025,Customer 1025,customer1025@example.com,North,B2C,Social,2022-10-23
C01026,Customer 1026,customer1026@example.com,Central,B2B,Referral,2023-11-10
C01027,Customer 1027,customer1027@example.com,North,B2C,Referral,2023-02-15
C01028,Customer 1028,customer1028@example.com,South,B2C,Social,2023-07-18
C01029,Customer 1029,customer1029@example.com,West,B2C,Email,2022-02-07
C01030,Customer 1030,customer1030@example.com,North,B2C,Referral,2023-04-11
C01031,Customer 1031,customer1031@example.com,Central,B2C,Paid,2022-04-01
C01032,Customer 1032,customer1032@example.com,South,B2C,Organic,2022-11-19
C01033,Customer 1033,customer1033@example.com,North,B2C,Paid,2022-09-16
C01034,Customer 1034,customer1034@example.com,East,B2B,Email,2022-11-28
C01035,Customer 1035,customer1035@example.com,West,B2C,Organic,2022-04-29
C01036,Customer 1036,customer1036@example.com,North,B2B,Paid,2023-02-18
C01037,Customer 1037,customer1037@example.com,South,B2C,Paid,2023-06-11
C01038,Customer 1038,customer1038@example.com,East,B2B,Social,2022-01-02
C01039,Customer 1039,customer1039@example.com,South,B2B,Email,2023-11-05
C01040,Customer 1040,customer1040@example.com,,B2C,Social,2023-07-10
C01041,Customer 1041,customer1041@example.com,East,B2B,Organic,2023-04-19
C01042,Customer 1042,customer1042@example.com,South,B2C,Social,2023-02-28
C01043,Customer 1043,customer1043@example.com,East,B2B,Email,2022-02-25
C01044,Customer 1044,customer1044@example.com,North,B2C,Referral,2022-07-12
C01045,Customer 1045,customer1045@example.com,East,B2C,Referral,2023-06-15
C01046,Customer 1046,customer1046@example.com,East,B2C,Organic,2023-01-06
C01047,Customer 1047,customer1047@example.com,,B2B,Referral,2023-09-30
C01048,Customer 1048,customer1048@example.com,East,B2C,Social,2023-05-26
C01049,Customer 1049,customer1049@example.com,East,B2C,Organic,2023-10-03
C01050,Customer 1050,customer1050@example.com,North,B2C,Email,2023-03-29
C01051,Customer 1051,customer1051@example.com,West,B2B,Organic,2022-02-22
C01052,Customer 1052,customer1052@example.com,Central,B2C,Organic,2022-07-28
C01053,Customer 1053,customer1053@example.com,North,B2C,Paid,2022-10-01
C01054,Customer 1054,customer1054@example.com,North,B2C,Paid,2023-07-17
C01055,Customer 1055,customer1055@example.com,Central,B2C,Organic,2022-05-15
C01056,Customer 1056,customer1056@example.com,East,B2C,Referral,2022-10-22
C01057,Customer 1057,customer1057@example.com,South,B2B,Paid,2023-03-25
C01058,Customer 1058,customer1058@example.com,West,B2C,Email,2023-05-12
C01059,Customer 1059,customer1059@example.com,South,B2C,Social,2022-05-05
C01060,Customer 1060,customer1060@example.com,Central,B2C,Paid,2022-01-30
C01061,Customer 1061,customer1061@example.com,North,B2C,Organic,2023-10-08
C01062,Customer 1062,customer1062@example.com,North,B2C,Referral,2023-09-16
C01063,Customer 1063,customer1063@example.com,West,B2C,Social,2022-09-03
C01064,Customer 1064,customer1064@example.com,North,B2C,Paid,2022-06-12
C01065,Customer 1065,customer1065@example.com,North,B2B,Referral,2022-11-15
C01066,Customer 1066,customer1066@example.com,West,B2C,Referral,2023-07-19
C01067,Customer 1067,customer1067@example.com,West,B2B,Referral,2022-01-15
C01068,Customer 1068,customer1068@example.com,Central,B2B,Organic,2023-07-20
C01069,Customer 1069,customer1069@example.com,North,B2C,Email,2023-02-22
C01070,Customer 1070,customer1070@example.com,North,B2B,Referral,2022-04-06
C01071,Customer 1071,customer1071@example.com,Central,B2C,Social,2022-08-19
C01072,Customer 1072,customer1072@example.com,East,B2C,Paid,2022-04-27
C01073,Customer 1073,customer1073@example.com,East,B2C,Social,2023-04-18
C01074,Customer 1074,customer1074@example.com,East,B2C,Organic,2022-05-01
C01075,Customer 1075,customer1075@example.com,Central,B2C,Organic,2023-10-26
C01076,Customer 1076,customer1076@example.com,North,B2C,Social,2022-06-07
C01077,Customer 1077,customer1077@example.com,Central,B2C,Email,2023-05-26
C01078,Customer 1078,customer1078@example.com,Central,B2C,Organic,2022-10-26
C01079,Customer 1079,customer1079@example.com,East,B2B,Organic,2023-06-06
C01080,Customer 1080,customer1080@example.com,South,B2C,Social,2022-10-07
C01081,Customer 1081,customer1081@example.com,North,B2C,Organic,2023-03-02
C01082,Customer 1082,customer1082@example.com,East,B2C,Email,2023-05-10
C01083,Customer 1083,customer1083@example.com,South,B2C,Email,2023-04-29
C01084,Customer 1084,customer1084@example.com,South,B2C,Email,2022-09-07
C01085,Customer 1085,customer1085@example.com,West,B2B,Paid,2023-04-13
C01086,Customer 1086,customer1086@example.com,North,B2C,Email,2023-07-19
C01087,Customer 1087,customer1087@example.com,South,B2C,Email,2022-05-29
C01088,Customer 1088,customer1088@example.com,East,B2B,Paid,2023-01-28
C01089,Customer 1089,customer1089@example.com,West,B2B,Referral,2022-07-15
C01090,Customer 1090,customer1090@example.com,North,B2C,Organic,2023-09-06
C01091,Customer 1091,customer1091@example.com,Central,B2C,Email,2023-06-05
C01092,Customer 1092,customer1092@example.com,East,B2C,Organic,2022-05-20
C01093,Customer 1093,customer1093@example.com,South,B2C,Social,2022-03-13
C01094,Customer 1094,customer1094@example.com,,B2C,Organic,2022-10-10
C01095,Customer 1095,customer1095@example.com,East,B2C,Paid,2023-03-01
C01096,Customer 1096,customer1096@example.com,South,B2B,Organic,2022-12-15
C01097,Customer 1097,customer1097@example.com,West,B2B,Organic,2023-06-04
C01098,Customer 1098,customer1098@example.com,North,B2C,Organic,2022-10-01
C01099,Customer 1099,customer1099@example.com,West,B2C,Referral,2022-01-03
C01100,Customer 1100,customer1100@example.com,South,B2C,Referral,2022-10-17
C01101,Customer 1101,customer1101@example.com,Central,B2C,Social,2022-11-02
C01102,Customer 1102,customer1102@example.com,North,B2C,Paid,2023-08-25
C01103,Customer 1103,customer1103@example.com,North,B2B,Organic,2023-08-17
C01104,Customer 1104,customer1104@example.com,East,B2C,Organic,2023-11-07
C01105,Customer 1105,customer1105@example.com,East,B2C,Organic,2023-05-17
